xpath_id,source,xml_version,level,xpath,raw_group_root,group_root,master_detail,default_column_name,default_data_type,default_data_length,sample_value,group_level
4889,DDAn,1.0,4,/Data/Configuration/TLS12Enforcement/Enable,/Data/Configuration/TLS12Enforcement,/Data/Configuration/TLS12Enforcement,M,TLS12Enforcement_Enable,varchar,10,false,3
1589,DDI,1.0,6,/data/product_setting/official_page/scheduled_reports/threat_detection/weekly,/data/product_setting/official_page/scheduled_reports/threat_detection,/data/product_setting/official_page/scheduled_reports,M,scheduled_reports_threat_detection_weekly,varchar,23,,5
3819,DDEI,1.0,5,/Data/Configuration/Postfix/AddIPintoReceived/Enable,/Data/Configuration/Postfix/AddIPintoReceived,/Data/Configuration/Postfix,M,AddIPintoReceived_Enable,varchar,10,True,4
1584,DDI,1.0,6,/data/product_setting/official_page/scheduled_reports/summary/daily,/data/product_setting/official_page/scheduled_reports/summary,/data/product_setting/official_page/scheduled_reports,M,scheduled_reports_summary_daily,varchar,23,,5
3854,DDEI,1.0,6,/Data/Configuration/SenderFiltering/DMARC/Actions/terminal_action_mapping_qua,/Data/Configuration/SenderFiltering/DMARC/Actions,/Data/Configuration/SenderFiltering/DMARC,M,Actions_terminal_action_mapping_qua,varchar,30,Block temporarily,5
1590,DDI,1.0,7,/data/product_setting/rdqa_page/tmufed_related/detection/ecpid/id,/data/product_setting/rdqa_page/tmufed_related/detection/ecpid,/data/product_setting/rdqa_page/tmufed_related,D,detection_ecpid_id,varchar,23,,6
3804,DDEI,1.0,6,/Data/Configuration/Policy/ThreatRule/LowRiskAction/PassandTageCount,/Data/Configuration/Policy/ThreatRule/LowRiskAction,/Data/Configuration/Policy,M,LowRiskAction_PassandTageCount,int,,1,5
1591,IWSS,1.0,4,/bif/Product/Configuration/FTP,/bif/Product/Configuration,/bif/Product,M,Configuration_FTP,int,,10,3
3813,DDEI,1.0,7,/Data/Configuration/Policy/ThreatRule/UnscannableAction/Actions/PassandTageCount,/Data/Configuration/Policy/ThreatRule/UnscannableAction/Actions,/Data/Configuration/Policy,M,Actions_PassandTageCount,int,,1,6
1585,DDI,1.0,6,/data/product_setting/official_page/scheduled_reports/summary/monthly,/data/product_setting/official_page/scheduled_reports/summary,/data/product_setting/official_page/scheduled_reports,M,scheduled_reports_summary_monthly,varchar,23,,5
1587,DDI,1.0,6,/data/product_setting/official_page/scheduled_reports/threat_detection/daily,/data/product_setting/official_page/scheduled_reports/threat_detection,/data/product_setting/official_page/scheduled_reports,M,scheduled_reports_threat_detection_daily,varchar,23,,5
3817,DDEI,1.0,5,/Data/Configuration/PolicyObject/ExternalRedictPage/Enable,/Data/Configuration/PolicyObject/ExternalRedictPage,/Data/Configuration/PolicyObject,M,ExternalRedictPage_Enable,varchar,10,False,4
1594,TMVMI,1.0,4,/Data/Product/Build_version/@value,/Data/Product/Build_version,/Data/Product/Build_version,M,Build_version_value,int,,1205,3
3816,DDEI,1.0,4,/Data/Configuration/PolicyObject/ArchiveServerCount,/Data/Configuration/PolicyObject,/Data/Configuration/PolicyObject,M,PolicyObject_ArchiveServerCount,int,,1,3
4897,DDI,1.0,5,/data/other/marsd_stat/dddna/http_5xx_counts,/data/other/marsd_stat/dddna,/data/other/marsd_stat/dddna,M,dddna_http_5xx_counts,int,,14,4
1597,TMVMI,1.0,5,/Data/Product/Configuration/external_storage/@value,/Data/Product/Configuration/external_storage,/Data/Product/Configuration/external_storage,M,external_storage_value,varchar,35,False,4
3827,DDEI,1.0,4,/Data/Configuration/Postfix/minimal_backoff_time,/Data/Configuration/Postfix,/Data/Configuration/Postfix,M,Postfix_minimal_backoff_time,varchar,10,180s,3
1592,TMVMI,1.0,3,/Data/LastUpdateTime/@value,/Data/LastUpdateTime,/Data/LastUpdateTime,M,LastUpdateTime_value,datetime,,2016-04-01 15:37:20.211513,2
3862,DDEI,1.0,5,/Data/Configuration/SenderFiltering/DomainBlacklist/Enable,/Data/Configuration/SenderFiltering/DomainBlacklist,/Data/Configuration/SenderFiltering/DomainBlacklist,M,DomainBlacklist_Enable,varchar,10,False,4
1598,TMVMI,1.0,5,/Data/Product/Configuration/idle_time/@value,/Data/Product/Configuration/idle_time,/Data/Product/Configuration/idle_time,M,idle_time_value,int,,120,4
3812,DDEI,1.0,7,/Data/Configuration/Policy/ThreatRule/UnscannableAction/Actions/BlockandQuarantineCount,/Data/Configuration/Policy/ThreatRule/UnscannableAction/Actions,/Data/Configuration/Policy,M,Actions_BlockandQuarantineCount,int,,1,6
1599,TMVMI,1.0,5,/Data/Product/Configuration/ldap/@value,/Data/Product/Configuration/ldap,/Data/Product/Configuration/ldap,M,ldap_value,varchar,35,local,4
3821,DDEI,1.0,5,/Data/Configuration/Postfix/EmailAddressAutoComplete/Enable,/Data/Configuration/Postfix/EmailAddressAutoComplete,/Data/Configuration/Postfix,M,EmailAddressAutoComplete_Enable,varchar,10,False,4
1593,TMVMI,1.0,4,/Data/Product/AC/@value,/Data/Product/AC,/Data/Product/AC,M,AC_value,varchar,84,MW-BBE7-WCP2Y-6L2EM-C92D8-XHS2G-MEGHL,3
1595,TMVMI,1.0,5,/Data/Product/Configuration/email_notify/@value,/Data/Product/Configuration/email_notify,/Data/Product/Configuration/email_notify,M,email_notify_value,varchar,35,False,4
3825,DDEI,1.0,4,/Data/Configuration/Postfix/maximal_backoff_time,/Data/Configuration/Postfix,/Data/Configuration/Postfix,M,Postfix_maximal_backoff_time,varchar,10,3600s,3
1602,TMVMI,1.0,5,/Data/Product/Configuration/license_grace_period/@value,/Data/Product/Configuration/license_grace_period,/Data/Product/Configuration/license_grace_period,M,license_grace_period_value,int,,2,4
3824,DDEI,1.0,4,/Data/Configuration/Postfix/inet_protocols,/Data/Configuration/Postfix,/Data/Configuration/Postfix,M,Postfix_inet_protocols,varchar,10,all,3
4905,DDI,1.0,5,/data/product_info/hardware_info/nic/eth18,/data/product_info/hardware_info/nic,/data/product_info/hardware_info/nic,M,nic_eth18,varchar,167,5e:00.2 Ethernet controller: Intel Corporation Ethernet Controller X710 for 10GbE SFP+ (rev 02),4
1605,TMVMI,1.0,5,/Data/Product/Configuration/oauth/@value,/Data/Product/Configuration/oauth,/Data/Product/Configuration/oauth,M,oauth_value,varchar,35,False,4
3835,DDEI,1.0,4,/Data/Configuration/Sandbox/TimeoutDifferenct,/Data/Configuration/Sandbox,/Data/Configuration/Sandbox,M,Sandbox_TimeoutDifferenct,int,,1200,3
1600,TMVMI,1.0,5,/Data/Product/Configuration/ldap_lock/@value,/Data/Product/Configuration/ldap_lock,/Data/Product/Configuration/ldap_lock,M,ldap_lock_value,varchar,35,False,4
3870,DDEI,1.0,6,/Data/Configuration/SenderFiltering/SPF/Actions/action_fail,/Data/Configuration/SenderFiltering/SPF/Actions,/Data/Configuration/SenderFiltering/SPF,M,SPF_Actions_action_fail,varchar,30,Block temporarily,5
1606,TMVMI,1.0,5,/Data/Product/Configuration/profile_number/@value,/Data/Product/Configuration/profile_number,/Data/Product/Configuration/profile_number,M,profile_number_value,int,,1,4
3820,DDEI,1.0,4,/Data/Configuration/Postfix/bounce_queue_lifetime,/Data/Configuration/Postfix,/Data/Configuration/Postfix,M,Postfix_bounce_queue_lifetime,varchar,10,0d,3
1607,TMVMI,1.0,5,/Data/Product/Configuration/proxy/@value,/Data/Product/Configuration/proxy,/Data/Product/Configuration/proxy,M,proxy_value,varchar,35,False,4
3829,DDEI,1.0,4,/Data/Configuration/Postfix/smtpd_client_connection_count_limit,/Data/Configuration/Postfix,/Data/Configuration/Postfix,M,Postfix_smtpd_client_connection_count_limit,int,,100,3
1601,TMVMI,1.0,5,/Data/Product/Configuration/license_expiredate/@value,/Data/Product/Configuration/license_expiredate,/Data/Product/Configuration/license_expiredate,M,license_expiredate_value,varchar,81,Thu Jun 30 00:00:00 2016,4
1603,TMVMI,1.0,5,/Data/Product/Configuration/license_type/@value,/Data/Product/Configuration/license_type,/Data/Product/Configuration/license_type,M,license_type_value,int,,1,4
3833,DDEI,1.0,5,/Data/Configuration/Sandbox/ReclassifyWRS/Enable,/Data/Configuration/Sandbox/ReclassifyWRS,/Data/Configuration/Sandbox,M,ReclassifyWRS_Enable,varchar,13,Unknown,4
1610,TMVMI,1.0,5,/Data/Product/Configuration/total_user_number/@value,/Data/Product/Configuration/total_user_number,/Data/Product/Configuration/total_user_number,M,total_user_number_value,int,,200001,4
3832,DDEI,1.0,5,/Data/Configuration/Sandbox/GoodSignerValidation/Enable,/Data/Configuration/Sandbox/GoodSignerValidation,/Data/Configuration/Sandbox,M,GoodSignerValidation_Enable,varchar,13,Unknown,4
4913,DDI,1.0,5,/data/product_setting/rdqa_page/ncie_related/geneve_enable,/data/product_setting/rdqa_page/ncie_related,/data/product_setting/rdqa_page/ncie_related,M,ncie_related_geneve_enable,int,,0,4
1613,TMVMI,1.0,4,/Data/Product/GUID/@value,/Data/Product/GUID,/Data/Product/GUID,M,GUID_value,varchar,81,3153960d-4491-4c39-aa6d-a293af120764,3
3843,DDEI,1.0,6,/Data/Configuration/SenderFiltering/DKIMverification/Actions/action_neutral,/Data/Configuration/SenderFiltering/DKIMverification/Actions,/Data/Configuration/SenderFiltering/DKIMverification,M,Actions_action_neutral,varchar,30,Block temporarily,5
1608,TMVMI,1.0,5,/Data/Product/Configuration/remember_password/@value,/Data/Product/Configuration/remember_password,/Data/Product/Configuration/remember_password,M,remember_password_value,varchar,35,False,4
3878,DDEI,1.0,6,/Data/Configuration/SenderFiltering/SPF/HELO/Enable,/Data/Configuration/SenderFiltering/SPF/HELO,/Data/Configuration/SenderFiltering/SPF,M,HELO_Enable,varchar,10,False,5
1614,TMVMI,1.0,6,/Data/Product/UserData/app_launch/app/@app_name,/Data/Product/UserData/app_launch/app,/Data/Product/UserData/app_launch/app,D,app_app_name,nvarchar,81,QR &amp; Barcode Scanner,5
3828,DDEI,1.0,4,/Data/Configuration/Postfix/queue_run_delay,/Data/Configuration/Postfix,/Data/Configuration/Postfix,M,Postfix_queue_run_delay,varchar,10,180s,3
1615,TMVMI,1.0,6,/Data/Product/UserData/app_launch/app/@launch_times,/Data/Product/UserData/app_launch/app,/Data/Product/UserData/app_launch/app,D,app_launch_times,int,,2907,5
3837,DDEI,1.0,5,/Data/Configuration/Sandbox/UnknownURLextracted/Enable,/Data/Configuration/Sandbox/UnknownURLextracted,/Data/Configuration/Sandbox,M,UnknownURLextracted_Enable,varchar,10,False,4
1609,TMVMI,1.0,5,/Data/Product/Configuration/sa_deploy/@value,/Data/Product/Configuration/sa_deploy,/Data/Product/Configuration/sa_deploy,M,sa_deploy_value,varchar,35,False,4
1611,TMVMI,1.0,5,/Data/Product/Configuration/vip_users/@value,/Data/Product/Configuration/vip_users,/Data/Product/Configuration/vip_users,M,vip_users_value,int,,300,4
3841,DDEI,1.0,5,/Data/Configuration/SenderFiltering/DKIMsignature/EnabledDomainCount,/Data/Configuration/SenderFiltering/DKIMsignature,/Data/Configuration/SenderFiltering/DKIMsignature,M,DKIMsignature_EnabledDomainCount,int,,1,4
1618,TMVMI,1.0,7,/Data/Product/UserData/device/android/item/@os_version,/Data/Product/UserData/device/android/item,/Data/Product/UserData/device/android,D,item_os_version,varchar,35,6.0.1,6
3840,DDEI,1.0,4,/Data/Configuration/ScanSetting/VAtimeout,/Data/Configuration/ScanSetting,/Data/Configuration/ScanSetting,M,ScanSetting_VAtimeout,int,,14400,3
4921,DDI,1.0,6,/data/product_setting/rdqa_page/ncie_related/tcp_portsweep_thresholds/high,/data/product_setting/rdqa_page/ncie_related/tcp_portsweep_thresholds,/data/product_setting/rdqa_page/ncie_related,M,tcp_portsweep_thresholds_high,int,,15,5
1621,TMVMI,1.0,7,/Data/Product/UserData/device/ios/item/@os_version,/Data/Product/UserData/device/ios/item,/Data/Product/UserData/device/ios,D,ios_item_os_version,varchar,35,7.1.2,6
3851,DDEI,1.0,6,/Data/Configuration/SenderFiltering/DKIMverification/XHeader/Enable,/Data/Configuration/SenderFiltering/DKIMverification/XHeader,/Data/Configuration/SenderFiltering/DKIMverification,M,XHeader_Enable,varchar,10,True,5
1616,TMVMI,1.0,6,/Data/Product/UserData/device/android/@count,/Data/Product/UserData/device/android,/Data/Product/UserData/device/android,M,android_count,int,,1761,5
3886,DDEI,1.0,6,/Data/Configuration/SSLsetting/WebSupport/SSLv3/Enable,/Data/Configuration/SSLsetting/WebSupport/SSLv3,/Data/Configuration/SSLsetting/WebSupport/SSLv3,M,WebSupport_SSLv3_Enable,varchar,10,False,5
1622,TMVMI,1.0,6,/Data/Product/UserData/device/windows/@count,/Data/Product/UserData/device/windows,/Data/Product/UserData/device/windows,M,windows_count,int,,0,5
3836,DDEI,1.0,5,/Data/Configuration/Sandbox/UnknownURLanalysis/Enable,/Data/Configuration/Sandbox/UnknownURLanalysis,/Data/Configuration/Sandbox,M,UnknownURLanalysis_Enable,varchar,10,False,4
1623,TMVMI,1.0,7,/Data/Product/UserData/device/windows/item/@count,/Data/Product/UserData/device/windows/item,/Data/Product/UserData/device/windows,M,windows_item_count,int,,1,6
3845,DDEI,1.0,6,/Data/Configuration/SenderFiltering/DKIMverification/Actions/action_pass,/Data/Configuration/SenderFiltering/DKIMverification/Actions,/Data/Configuration/SenderFiltering/DKIMverification,M,Actions_action_pass,varchar,30,Block temporarily,5
1617,TMVMI,1.0,7,/Data/Product/UserData/device/android/item/@count,/Data/Product/UserData/device/android/item,/Data/Product/UserData/device/android,D,item_count,int,,1524,6
1619,TMVMI,1.0,6,/Data/Product/UserData/device/ios/@count,/Data/Product/UserData/device/ios,/Data/Product/UserData/device/ios,M,ios_count,int,,0,5
3849,DDEI,1.0,5,/Data/Configuration/SenderFiltering/DKIMverification/SenderDomainCount,/Data/Configuration/SenderFiltering/DKIMverification,/Data/Configuration/SenderFiltering/DKIMverification,M,DKIMverification_SenderDomainCount,int,,1,4
1626,TMVMI,1.0,6,/Data/Product/UserData/user_online_time/user/@online_time,/Data/Product/UserData/user_online_time/user,/Data/Product/UserData/user_online_time/user,D,user_online_time,int,,151305,5
3848,DDEI,1.0,5,/Data/Configuration/SenderFiltering/DKIMverification/Enable,/Data/Configuration/SenderFiltering/DKIMverification,/Data/Configuration/SenderFiltering/DKIMverification,M,DKIMverification_Enable,varchar,10,False,4
4929,VNFS,1.0.0,3,/Component/Director/@dpiPattern,/Component/Director,/Component,M,Director_dpiPattern,numeric,"4,3",1.189,2
1629,TMVMI,1.0,6,/Data/Product/UserData/web_clip_launch/web_clip/@web_name,/Data/Product/UserData/web_clip_launch/web_clip,/Data/Product/UserData/web_clip_launch/web_clip,D,web_clip_web_name,varchar,48,Wikipedia,5
3859,DDEI,1.0,5,/Data/Configuration/SenderFiltering/DMARC/SenderDomainVerification,/Data/Configuration/SenderFiltering/DMARC,/Data/Configuration/SenderFiltering/DMARC,M,DMARC_SenderDomainVerification,varchar,16,Specified,4
1624,TMVMI,1.0,7,/Data/Product/UserData/device/windows/item/@os_version,/Data/Product/UserData/device/windows/item,/Data/Product/UserData/device/windows,M,windows_item_os_version,numeric,"2,1",8.1,6
3894,DDEI,1.0,5,/Data/Configuration/StorageMaintenance/GlobalQuarantine/Percentage,/Data/Configuration/StorageMaintenance/GlobalQuarantine,/Data/Configuration/StorageMaintenance/GlobalQuarantine,M,GlobalQuarantine_Percentage,varchar,10,44%,4
1675,OSCE,2.0,6,/Data/Products/Product/Server/BT_SuspiciousObjectList/BT_USE_DNS,/Data/Products/Product/Server/BT_SuspiciousObjectList,/Data/Products/Product/Server/BT_SuspiciousObjectList,M,BT_SuspiciousObjectList_BT_USE_DNS,int,,0,5
3844,DDEI,1.0,6,/Data/Configuration/SenderFiltering/DKIMverification/Actions/action_none,/Data/Configuration/SenderFiltering/DKIMverification/Actions,/Data/Configuration/SenderFiltering/DKIMverification,M,Actions_action_none,varchar,30,Block temporarily,5
1676,TMCM,1.0,2,/pr/TMCMGuid,/pr,/pr,M,pr_TMCMGuid,varchar,54,001DD8B71C0F-551D4025-01B6-D202-7E1B,1
3853,DDEI,1.0,6,/Data/Configuration/SenderFiltering/DMARC/Actions/terminal_action_mapping_none,/Data/Configuration/SenderFiltering/DMARC/Actions,/Data/Configuration/SenderFiltering/DMARC,M,Actions_terminal_action_mapping_none,varchar,30,Block temporarily,5
1625,TMVMI,1.0,6,/Data/Product/UserData/upload_app/app/@app_name,/Data/Product/UserData/upload_app/app,/Data/Product/UserData/upload_app/app,D,upload_app_app_app_name,nvarchar,81,QR &amp; Barcode Scanner,5
1627,TMVMI,1.0,6,/Data/Product/UserData/user_online_time/user/@user_name,/Data/Product/UserData/user_online_time/user,/Data/Product/UserData/user_online_time/user,D,user_user_name,varchar,68,xiaotong_wang,5
3857,DDEI,1.0,6,/Data/Configuration/SenderFiltering/DMARC/Reporting/Enable,/Data/Configuration/SenderFiltering/DMARC/Reporting,/Data/Configuration/SenderFiltering/DMARC,M,Reporting_Enable,varchar,10,False,5
1679,TMMS,1.0,4,/Data/managed_devices/Windows_Phone/@count,/Data/managed_devices/Windows_Phone,/Data/managed_devices/Windows_Phone,M,Windows_Phone_count,int,,1,3
3856,DDEI,1.0,5,/Data/Configuration/SenderFiltering/DMARC/Enable,/Data/Configuration/SenderFiltering/DMARC,/Data/Configuration/SenderFiltering/DMARC,M,SenderFiltering_DMARC_Enable,varchar,10,False,4
4937,VNFS,1.0.0,3,/Component/Director/@version,/Component/Director,/Component,M,Director_version,varchar,10,1.6.3,2
1682,TMEAC,1.0,6,/pr/product/targets/group/percentiles/@avg,/pr/product/targets/group/percentiles,/pr/product/targets,D,percentiles_avg,int,,27096494,5
3867,DDEI,1.0,5,/Data/Configuration/SenderFiltering/SenderBlacklist/Count,/Data/Configuration/SenderFiltering/SenderBlacklist,/Data/Configuration/SenderFiltering/SenderBlacklist,M,SenderBlacklist_Count,int,,1,4
1677,TMEAC,1.0,5,/pr/product/policies/policy/@performance-strategy,/pr/product/policies/policy,/pr/product/policies,M,policy_performance-strategy,varchar,72,FastCompletion,4
3902,DDEI,1.0,6,/Data/Configuration/URL/URLScan/AnalyzeSafeURL/Enable,/Data/Configuration/URL/URLScan/AnalyzeSafeURL,/Data/Configuration/URL,M,AnalyzeSafeURL_Enable,varchar,10,False,5
1683,TMEAC,1.0,6,/pr/product/targets/group/percentiles/@max,/pr/product/targets/group/percentiles,/pr/product/targets,D,percentiles_max,int,,30584594,5
3852,DDEI,1.0,6,/Data/Configuration/SenderFiltering/DMARC/Actions/terminal_action_mapping_no_record,/Data/Configuration/SenderFiltering/DMARC/Actions,/Data/Configuration/SenderFiltering/DMARC,M,Actions_terminal_action_mapping_no_record,varchar,30,Block temporarily,5
1684,TMEAC,1.0,6,/pr/product/targets/group/percentiles/@min,/pr/product/targets/group/percentiles,/pr/product/targets,D,percentiles_min,int,,23608392,5
3861,DDEI,1.0,5,/Data/Configuration/SenderFiltering/DomainBlacklist/Count,/Data/Configuration/SenderFiltering/DomainBlacklist,/Data/Configuration/SenderFiltering/DomainBlacklist,M,DomainBlacklist_Count,int,,1,4
1678,TMEAC,1.0,5,/pr/product/policies/policy/@suspicious-objects,/pr/product/policies/policy,/pr/product/policies,D,policy_suspicious-objects,varchar,35,false,4
1680,TMMS,1.0,5,/Data/managed_devices/Windows_Phone/item/@count,/Data/managed_devices/Windows_Phone/item,/Data/managed_devices/Windows_Phone,M,Windows_Phone_item_count,int,,1,4
3865,DDEI,1.0,5,/Data/Configuration/SenderFiltering/IPBlacklist/Enable,/Data/Configuration/SenderFiltering/IPBlacklist,/Data/Configuration/SenderFiltering/IPBlacklist,M,IPBlacklist_Enable,varchar,10,False,4
1687,TMEAC,1.0,7,/pr/product/targets/group/percentiles/rank/@percent,/pr/product/targets/group/percentiles/rank,/pr/product/targets,D,rank_percent,int,,80,6
3864,DDEI,1.0,5,/Data/Configuration/SenderFiltering/IPBlacklist/Count,/Data/Configuration/SenderFiltering/IPBlacklist,/Data/Configuration/SenderFiltering/IPBlacklist,M,IPBlacklist_Count,int,,1,4
4945,VNFS,1.0.0,3,/Component/Inspector/@hostname,/Component/Inspector,/Component/Inspector,D,Inspector_hostname,varchar,39,TrendMicro_VNF_monitor,2
1690,VP,1.0,7,/Data/Products/Product/Server/HardwareInformationList/HardwareInformation/ProcessorCount,/Data/Products/Product/Server/HardwareInformationList/HardwareInformation,/Data/Products/Product/Server/HardwareInformationList/HardwareInformation,D,HardwareInformation_ProcessorCount,int,,4,6
3875,DDEI,1.0,6,/Data/Configuration/SenderFiltering/SPF/Actions/action_softfail,/Data/Configuration/SenderFiltering/SPF/Actions,/Data/Configuration/SenderFiltering/SPF,M,Actions_action_softfail,varchar,30,Block temporarily,5
1685,TMEAC,1.0,6,/pr/product/targets/group/percentiles/@name,/pr/product/targets/group/percentiles,/pr/product/targets,D,percentiles_name,varchar,68,throughput-in-bytes-per-second,5
3910,SMEX,1.0,5,/pr/product/Configuration/MailScan/WritingStyleOnceEnableButDisableNow,/pr/product/Configuration/MailScan,/pr/product,M,MailScan_WritingStyleOnceEnableButDisableNow,int,,0,4
1691,VP,1.0,8,/Data/Products/Product/Server/PluginFeedbackData/NetworkFeedbackData/AutoAssignDPIRuleAfterRecoScan/@Client_Count,/Data/Products/Product/Server/PluginFeedbackData/NetworkFeedbackData/AutoAssignDPIRuleAfterRecoScan,/Data/Products/Product/Server/PluginFeedbackData/NetworkFeedbackData/AutoAssignDPIRuleAfterRecoScan,M,AutoAssignDPIRuleAfterRecoScan_Client_Count,int,,5004,7
3860,DDEI,1.0,6,/Data/Configuration/SenderFiltering/DMARC/Xheader/Enable,/Data/Configuration/SenderFiltering/DMARC/Xheader,/Data/Configuration/SenderFiltering/DMARC,M,DMARC_Xheader_Enable,varchar,10,True,5
1692,VP,1.0,8,/Data/Products/Product/Server/PluginFeedbackData/NetworkFeedbackData/AutoAssignDPIRuleAfterRecoScan/@Enable,/Data/Products/Product/Server/PluginFeedbackData/NetworkFeedbackData/AutoAssignDPIRuleAfterRecoScan,/Data/Products/Product/Server/PluginFeedbackData/NetworkFeedbackData/AutoAssignDPIRuleAfterRecoScan,M,AutoAssignDPIRuleAfterRecoScan_Enable,varchar,23,false,7
3869,DDEI,1.0,5,/Data/Configuration/SenderFiltering/SenderWhitelist/Count,/Data/Configuration/SenderFiltering/SenderWhitelist,/Data/Configuration/SenderFiltering/SenderWhitelist,M,SenderWhitelist_Count,int,,1,4
1686,TMEAC,1.0,6,/pr/product/targets/group/percentiles/rank,/pr/product/targets/group/percentiles,/pr/product/targets,D,percentiles_rank,int,,30584594,5
1688,VP,1.0,8,/Data/Products/Product/Server/HardwareInformationList/HardwareInformation/MaxMemorySize/@Size,/Data/Products/Product/Server/HardwareInformationList/HardwareInformation/MaxMemorySize,/Data/Products/Product/Server/HardwareInformationList/HardwareInformation,D,MaxMemorySize_Size,int,,3817865216,7
3873,DDEI,1.0,6,/Data/Configuration/SenderFiltering/SPF/Actions/action_pass,/Data/Configuration/SenderFiltering/SPF/Actions,/Data/Configuration/SenderFiltering/SPF,M,SPF_Actions_action_pass,varchar,30,Block temporarily,5
1695,VP,1.0,8,/Data/Products/Product/Server/PluginFeedbackData/NetworkFeedbackData/FWEvent/@Count,/Data/Products/Product/Server/PluginFeedbackData/NetworkFeedbackData/FWEvent,/Data/Products/Product/Server/PluginFeedbackData/NetworkFeedbackData/FWEvent,M,FWEvent_Count,int,,159584,7
3872,DDEI,1.0,6,/Data/Configuration/SenderFiltering/SPF/Actions/action_none,/Data/Configuration/SenderFiltering/SPF/Actions,/Data/Configuration/SenderFiltering/SPF,M,SPF_Actions_action_none,varchar,30,Block temporarily,5
4953,VNFS,1.0.0,3,/Component/Inspector/@storageGB,/Component/Inspector,/Component/Inspector,D,Inspector_storageGB,numeric,"2,1",7.0,2
1698,VP,1.0,8,/Data/Products/Product/Server/PluginFeedbackData/VPFeedbackData/ApplyPolicyFromCM/@Client_Count,/Data/Products/Product/Server/PluginFeedbackData/VPFeedbackData/ApplyPolicyFromCM,/Data/Products/Product/Server/PluginFeedbackData/VPFeedbackData,M,ApplyPolicyFromCM_Client_Count,int,,15,7
3883,DDEI,1.0,6,/Data/Configuration/SSLsetting/PostfixSupport/TLSv1.1/Enable,/Data/Configuration/SSLsetting/PostfixSupport/TLSv1.1,/Data/Configuration/SSLsetting/PostfixSupport/TLSv1.1,M,TLSv1.1_Enable,varchar,10,True,5
1693,VP,1.0,8,/Data/Products/Product/Server/PluginFeedbackData/NetworkFeedbackData/CustomizedDPIRule/@Count,/Data/Products/Product/Server/PluginFeedbackData/NetworkFeedbackData/CustomizedDPIRule,/Data/Products/Product/Server/PluginFeedbackData/NetworkFeedbackData/CustomizedDPIRule,M,CustomizedDPIRule_Count,int,,3,7
3918,SMEX,1.0,4,/pr/product/ProductInfo/SeperateSQLServer,/pr/product/ProductInfo,/pr/product/ProductInfo,M,ProductInfo_SeperateSQLServer,varchar,11,REMOTE,3
1699,VP,1.0,7,/Data/Products/Product/Server/PluginFeedbackData/VPFeedbackData/ServerUpgradeFromIDF,/Data/Products/Product/Server/PluginFeedbackData/VPFeedbackData,/Data/Products/Product/Server/PluginFeedbackData/VPFeedbackData,M,VPFeedbackData_ServerUpgradeFromIDF,varchar,23,false,6
3868,DDEI,1.0,5,/Data/Configuration/SenderFiltering/SenderBlacklist/Enable,/Data/Configuration/SenderFiltering/SenderBlacklist,/Data/Configuration/SenderFiltering/SenderBlacklist,M,SenderBlacklist_Enable,varchar,10,False,4
1700,VP,1.0,8,/Data/Products/Product/Server/PluginFeedbackData/VPFeedbackData/SyncFromOSCE/@Client_Count,/Data/Products/Product/Server/PluginFeedbackData/VPFeedbackData/SyncFromOSCE,/Data/Products/Product/Server/PluginFeedbackData/VPFeedbackData,M,SyncFromOSCE_Client_Count,int,,5002,7
3877,DDEI,1.0,5,/Data/Configuration/SenderFiltering/SPF/Enable,/Data/Configuration/SenderFiltering/SPF,/Data/Configuration/SenderFiltering/SPF,M,SenderFiltering_SPF_Enable,varchar,10,False,4
1694,VP,1.0,8,/Data/Products/Product/Server/PluginFeedbackData/NetworkFeedbackData/DPIEvent/@Count,/Data/Products/Product/Server/PluginFeedbackData/NetworkFeedbackData/DPIEvent,/Data/Products/Product/Server/PluginFeedbackData/NetworkFeedbackData/DPIEvent,M,DPIEvent_Count,int,,11993,7
1696,VP,1.0,8,/Data/Products/Product/Server/PluginFeedbackData/NetworkFeedbackData/InterfaceIsolation/@Client_Count,/Data/Products/Product/Server/PluginFeedbackData/NetworkFeedbackData/InterfaceIsolation,/Data/Products/Product/Server/PluginFeedbackData/NetworkFeedbackData/InterfaceIsolation,M,InterfaceIsolation_Client_Count,int,,2,7
3881,DDEI,1.0,6,/Data/Configuration/SenderFiltering/SPF/X-Header/Enable,/Data/Configuration/SenderFiltering/SPF/X-Header,/Data/Configuration/SenderFiltering/SPF,M,X-Header_Enable,varchar,10,True,5
1703,VP,1.0,7,/Data/Products/Product/Server/ScheduledTaskList/ScheduledTask/@Type,/Data/Products/Product/Server/ScheduledTaskList/ScheduledTask,/Data/Products/Product/Server/ScheduledTaskList/ScheduledTask,D,ScheduledTask_Type,varchar,80,Scan for Recommendation,6
3880,DDEI,1.0,5,/Data/Configuration/SenderFiltering/SPF/SenderDomainVerification,/Data/Configuration/SenderFiltering/SPF,/Data/Configuration/SenderFiltering/SPF,M,SPF_SenderDomainVerification,varchar,16,Specified,4
4961,VNFS,1.0.0,3,/Component/LogProcessor/@cpuUsage,/Component/LogProcessor,/Component/LogProcessor,D,LogProcessor_cpuUsage,numeric,"16,16",0.7599999904632568,2
1706,TMES,1.0,5,/Product/Endpoint/DBSize/Item/@Count,/Product/Endpoint/DBSize/Item,/Product/Endpoint/DBSize/Item,D,Item_Count,int,,1309,4
